Unnamed: 0,yearmonth,연도,월,분기,계절,코로나기간,SRT개통후,노선,여객수_천명,KTX이용률,공실률,초과수요,공실상태,KTX전체이용률,KTX전체공실률,개통전,공실률_lag1,공실률_lag12,공실률_ma3,공휴일수,명절연휴포함,황금연휴포함,명절전달,명절후달
652,2019-12-01,2019,12,4,겨울,0,1,전라선,631.0,109.0,-9.0,1,초과수요,101.0,-1.0,0,-14.0,2.0,-7.666666666666667,1,0,0,1,0
657,2020-01-01,2020,1,1,겨울,1,1,전라선,612.0,105.0,-5.0,1,초과수요,96.0,4.0,0,-9.0,7.0,-10.0,5,1,0,0,0
662,2020-02-01,2020,2,1,겨울,1,1,전라선,330.0,69.0,31.0,0,공실있음,58.0,42.0,0,-5.0,-4.0,-9.333333333333334,0,0,0,0,0
667,2020-03-01,2020,3,1,봄,1,1,전라선,224.0,39.0,61.0,0,공실있음,29.0,71.0,0,31.0,3.0,5.666666666666667,1,0,0,0,0
672,2020-04-01,2020,4,2,봄,1,1,전라선,292.0,54.0,46.0,0,공실있음,43.0,57.0,0,61.0,-2.0,29.0,2,0,0,0,0
677,2020-05-01,2020,5,2,봄,1,1,전라선,422.0,74.0,26.0,0,공실있음,61.0,39.0,0,46.0,-8.0,46.0,1,0,0,0,0
682,2020-06-01,2020,6,2,여름,1,1,전라선,403.0,73.0,27.0,0,공실있음,63.0,37.0,0,26.0,-2.0,44.333333333333336,1,0,0,0,0
687,2020-07-01,2020,7,3,여름,1,1,전라선,444.0,77.0,23.0,0,공실있음,67.0,33.0,0,27.0,1.0,33.0,0,0,0,0,0
692,2020-08-01,2020,8,3,여름,1,1,전라선,424.0,73.0,27.0,0,공실있음,63.0,37.0,0,23.0,-7.0,25.33333333333333,2,0,0,1,0
697,2020-09-01,2020,9,3,가을,1,1,전라선,306.0,52.0,48.0,0,공실있음,46.0,54.0,0,27.0,-2.0,25.666666666666668,1,1,1,1,0
702,2020-10-01,2020,10,4,가을,1,1,전라선,439.0,72.0,28.0,0,공실있음,63.0,37.0,0,48.0,-7.0,32.666666666666664,4,1,0,0,1
707,2020-11-01,2020,11,4,가을,1,1,전라선,450.0,77.0,23.0,0,공실있음,69.0,31.0,0,28.0,-14.0,34.333333333333336,0,0,0,0,0
712,2020-12-01,2020,12,4,겨울,1,1,전라선,286.0,48.0,52.0,0,공실있음,44.0,56.0,0,23.0,-9.0,33.0,1,0,0,0,0
717,2021-01-01,2021,1,1,겨울,1,1,전라선,294.0,48.0,52.0,0,공실있음,45.0,55.0,0,52.0,-5.0,34.333333333333336,1,0,0,1,0
722,2021-02-01,2021,2,1,겨울,1,1,전라선,343.0,62.0,38.0,0,공실있음,56.0,44.0,0,52.0,31.0,42.333333333333336,3,1,0,0,0
727,2021-03-01,2021,3,1,봄,1,1,전라선,422.0,70.0,30.0,0,공실있음,62.0,38.0,0,38.0,61.0,47.333333333333336,1,0,0,0,1
732,2021-04-01,2021,4,2,봄,1,1,전라선,440.0,75.0,25.0,0,공실있음,65.0,35.0,0,30.0,46.0,40.0,0,0,0,0,0
737,2021-05-01,2021,5,2,봄,1,1,전라선,495.0,82.0,18.0,0,공실있음,70.0,30.0,0,25.0,26.0,31.0,2,0,0,0,0
742,2021-06-01,2021,6,2,여름,1,1,전라선,473.0,81.0,19.0,0,공실있음,71.0,29.0,0,18.0,27.0,24.33333333333333,1,0,0,0,0
747,2021-07-01,2021,7,3,여름,1,1,전라선,424.0,70.0,30.0,0,공실있음,59.0,41.0,0,19.0,23.0,20.666666666666668,0,0,0,0,0
752,2021-08-01,2021,8,3,여름,1,1,전라선,447.0,68.0,32.0,0,공실있음,57.0,43.0,0,30.0,27.0,22.33333333333333,2,0,0,1,0
757,2021-09-01,2021,9,3,가을,1,1,전라선,435.0,67.0,33.0,0,공실있음,60.0,40.0,0,32.0,48.0,27.0,3,1,1,0,0
762,2021-10-01,2021,10,4,가을,1,1,전라선,554.0,84.0,16.0,0,공실있음,74.0,26.0,0,33.0,28.0,31.666666666666668,4,0,0,0,1
767,2021-11-01,2021,11,4,가을,1,1,전라선,586.0,93.0,7.0,0,여유없음,85.0,15.0,0,16.0,23.0,27.0,0,0,0,0,0
772,2021-12-01,2021,12,4,겨울,1,1,전라선,543.0,83.0,17.0,0,공실있음,74.0,26.0,0,7.0,52.0,18.666666666666668,1,0,0,1,0
777,2022-01-01,2022,1,1,겨울,1,1,전라선,486.0,76.0,24.0,0,공실있음,67.0,33.0,0,17.0,52.0,13.333333333333334,2,1,1,1,0
782,2022-02-01,2022,2,1,겨울,1,1,전라선,423.0,70.0,30.0,0,공실있음,62.0,38.0,0,24.0,38.0,16.0,2,1,0,0,1
787,2022-03-01,2022,3,1,봄,1,1,전라선,445.0,68.0,32.0,0,공실있음,60.0,40.0,0,30.0,30.0,23.666666666666668,2,0,0,0,1
792,2022-04-01,2022,4,2,봄,1,1,전라선,579.0,91.0,9.0,0,여유없음,81.0,19.0,0,32.0,25.0,28.666666666666668,0,0,0,0,0
797,2022-05-01,2022,5,2,봄,1,1,전라선,708.0,108.0,-8.0,1,초과수요,98.0,2.0,0,9.0,18.0,23.666666666666668,2,0,0,0,0
802,2022-06-01,2022,6,2,여름,1,1,전라선,665.0,105.0,-5.0,1,초과수요,96.0,4.0,0,-8.0,19.0,11.0,2,0,0,0,0
807,2022-07-01,2022,7,3,여름,0,1,전라선,694.0,105.0,-5.0,1,초과수요,93.0,7.0,0,-5.0,30.0,-1.3333333333333333,0,0,0,0,0
812,2022-08-01,2022,8,3,여름,0,1,전라선,687.0,106.0,-6.0,1,초과수요,93.0,7.0,0,-5.0,32.0,-6.0,1,0,0,1,0
817,2022-09-01,2022,9,3,가을,0,1,전라선,672.0,106.0,-6.0,1,초과수요,97.0,3.0,0,-6.0,33.0,-5.333333333333333,4,1,0,0,0
822,2022-10-01,2022,10,4,가을,0,1,전라선,754.0,115.0,-15.0,1,초과수요,106.0,-6.0,0,-6.0,16.0,-5.666666666666667,3,0,0,0,1
827,2022-11-01,2022,11,4,가을,0,1,전라선,692.0,111.0,-11.0,1,초과수요,104.0,-4.0,0,-15.0,7.0,-9.0,0,0,0,0,0
832,2022-12-01,2022,12,4,겨울,0,1,전라선,717.0,110.0,-10.0,1,초과수요,102.0,-2.0,0,-11.0,17.0,-10.666666666666666,1,0,0,1,0
837,2023-01-01,2023,1,1,겨울,0,1,전라선,701.0,106.0,-6.0,1,초과수요,97.0,3.0,0,-10.0,24.0,-12.0,5,1,0,0,0
842,2023-02-01,2023,2,1,겨울,0,1,전라선,675.0,115.0,-15.0,1,초과수요,106.0,-6.0,0,-6.0,30.0,-9.0,0,0,0,0,0
847,2023-03-01,2023,3,1,봄,0,1,전라선,695.0,107.0,-7.0,1,초과수요,98.0,2.0,0,-15.0,32.0,-10.333333333333334,1,0,0,0,0
852,2023-04-01,2023,4,2,봄,0,1,전라선,733.0,116.0,-16.0,1,초과수요,105.0,-5.0,0,-7.0,9.0,-9.333333333333334,0,0,0,0,0
857,2023-05-01,2023,5,2,봄,0,1,전라선,767.0,118.0,-18.0,1,초과수요,109.0,-9.0,0,-16.0,-8.0,-12.666666666666666,3,0,0,0,0
862,2023-06-01,2023,6,2,여름,0,1,전라선,712.0,113.0,-13.0,1,초과수요,104.0,-4.0,0,-18.0,-5.0,-13.666666666666666,1,0,0,0,0
867,2023-07-01,2023,7,3,여름,0,1,전라선,648.0,107.0,-7.0,1,초과수요,101.0,-1.0,0,-13.0,-5.0,-15.666666666666666,0,0,0,0,0
872,2023-08-01,2023,8,3,여름,0,1,전라선,729.0,114.0,-14.0,1,초과수요,104.0,-4.0,0,-7.0,-6.0,-12.666666666666666,1,0,0,1,0
877,2023-09-01,2023,9,3,가을,0,1,전라선,746.0,105.0,-5.0,1,초과수요,105.0,-5.0,0,-14.0,-6.0,-11.333333333333334,3,1,1,0,0
882,2023-10-01,2023,10,4,가을,0,1,전라선,841.0,110.0,-10.0,1,초과수요,109.0,-9.0,0,-5.0,-15.0,-8.666666666666666,3,0,0,0,1
887,2023-11-01,2023,11,4,가을,0,1,전라선,774.0,110.0,-10.0,1,초과수요,110.0,-10.0,0,-10.0,-11.0,-9.666666666666666,0,0,0,0,0
892,2023-12-01,2023,12,4,겨울,0,1,전라선,806.0,111.0,-11.0,1,초과수요,108.0,-8.0,0,-10.0,-10.0,-8.333333333333334,1,0,0,0,0
897,2024-01-01,2024,1,1,겨울,0,1,전라선,732.0,101.0,-1.0,1,초과수요,99.0,1.0,0,-11.0,-6.0,-10.333333333333334,1,0,0,1,0
902,2024-02-01,2024,2,1,겨울,0,1,전라선,772.0,113.0,-13.0,1,초과수요,109.0,-9.0,0,-1.0,-15.0,-7.333333333333333,4,1,0,0,0
907,2024-03-01,2024,3,1,봄,0,1,전라선,774.0,106.0,-6.0,1,초과수요,102.0,-2.0,0,-13.0,-7.0,-8.333333333333334,1,0,0,0,1
912,2024-04-01,2024,4,2,봄,0,1,전라선,780.0,111.0,-11.0,1,초과수요,108.0,-8.0,0,-6.0,-16.0,-6.666666666666667,1,0,0,0,0
917,2024-05-01,2024,5,2,봄,0,1,전라선,863.0,119.0,-19.0,1,초과수요,112.0,-12.0,0,-11.0,-18.0,-10.0,3,0,0,0,0
922,2024-06-01,2024,6,2,여름,0,1,전라선,787.0,111.0,-11.0,1,초과수요,107.0,-7.0,0,-19.0,-13.0,-12.0,1,0,0,0,0
927,2024-07-01,2024,7,3,여름,0,1,전라선,758.0,105.0,-5.0,1,초과수요,102.0,-2.0,0,-11.0,-7.0,-13.666666666666666,0,0,0,0,0
932,2024-08-01,2024,8,3,여름,0,1,전라선,819.0,112.0,-12.0,1,초과수요,106.0,-6.0,0,-5.0,-14.0,-11.666666666666666,1,0,0,1,0
937,2024-09-01,2024,9,3,가을,0,1,전라선,795.0,111.0,-11.0,1,초과수요,1106.0,-1006.0,0,-12.0,-5.0,-9.333333333333334,3,1,1,0,0
942,2024-10-01,2024,10,4,가을,0,1,전라선,833.0,115.0,-15.0,1,초과수요,110.0,-10.0,0,-11.0,-10.0,-9.333333333333334,3,0,0,0,1
947,2024-11-01,2024,11,4,가을,0,1,전라선,851.0,120.0,-20.0,1,초과수요,116.0,-16.0,0,-15.0,-10.0,-12.666666666666666,0,0,0,0,0
952,2024-12-01,2024,12,4,겨울,0,1,전라선,768.0,115.0,-15.0,1,초과수요,112.0,-12.0,0,-20.0,-11.0,-15.333333333333334,1,0,0,0,0
25,2005-04-01,2005,4,2,봄,0,0,호남선,412.0,41.0,59.0,0,공실있음,68.0,32.0,0,65.0,62.0,60.333333333333336,1,0,0,0,0
27,2005-05-01,2005,5,2,봄,0,0,호남선,450.0,44.0,56.0,0,공실있음,70.0,30.0,0,59.0,61.0,59.333333333333336,2,0,0,0,0
29,2005-06-01,2005,6,2,여름,0,0,호남선,411.0,42.0,58.0,0,공실있음,68.0,32.0,0,56.0,70.0,60.0,1,0,0,0,0
31,2005-07-01,2005,7,3,여름,0,0,호남선,430.0,42.0,58.0,0,공실있음,68.0,32.0,0,58.0,68.0,57.66666666666666,1,0,0,0,0
33,2005-08-01,2005,8,3,여름,0,0,호남선,497.0,48.0,52.0,0,공실있음,74.0,26.0,0,58.0,63.0,57.333333333333336,1,0,0,1,0
35,2005-09-01,2005,9,3,가을,0,0,호남선,478.0,47.0,53.0,0,공실있음,70.0,30.0,0,52.0,55.0,56.0,3,1,0,0,0
37,2005-10-01,2005,10,4,가을,0,0,호남선,503.0,48.0,52.0,0,공실있음,75.0,25.0,0,53.0,62.0,54.333333333333336,1,0,0,0,1
39,2005-11-01,2005,11,4,가을,0,0,호남선,491.0,49.0,51.0,0,공실있음,74.0,26.0,0,52.0,61.0,52.333333333333336,0,0,0,0,0
41,2005-12-01,2005,12,4,겨울,0,0,호남선,654.0,63.0,37.0,0,공실있음,80.0,20.0,0,51.0,63.0,52.0,1,0,0,1,0
43,2006-01-01,2006,1,1,겨울,0,0,호남선,590.0,56.0,44.0,0,공실있음,77.0,23.0,0,37.0,62.0,46.66666666666666,4,1,0,0,0
45,2006-02-01,2006,2,1,겨울,0,0,호남선,479.0,51.0,49.0,0,공실있음,77.0,23.0,0,44.0,54.0,44.0,0,0,0,0,0
47,2006-03-01,2006,3,1,봄,0,0,호남선,428.0,42.0,58.0,0,공실있음,66.0,34.0,0,49.0,65.0,43.333333333333336,1,0,0,0,0
49,2006-04-01,2006,4,2,봄,0,0,호남선,517.0,52.0,48.0,0,공실있음,76.0,24.0,0,58.0,59.0,50.333333333333336,0,0,0,0,0
51,2006-05-01,2006,5,2,봄,0,0,호남선,543.0,53.0,47.0,0,공실있음,77.0,23.0,0,48.0,56.0,51.66666666666666,2,0,0,0,0
53,2006-06-01,2006,6,2,여름,0,0,호남선,471.0,47.0,53.0,0,공실있음,72.0,28.0,0,47.0,58.0,51.0,1,0,0,0,0
55,2006-07-01,2006,7,3,여름,0,0,호남선,496.0,48.0,52.0,0,공실있음,72.0,28.0,0,53.0,58.0,49.333333333333336,1,0,0,0,0
57,2006-08-01,2006,8,3,여름,0,0,호남선,541.0,52.0,48.0,0,공실있음,77.0,23.0,0,52.0,52.0,50.66666666666666,1,0,0,0,0
59,2006-09-01,2006,9,3,가을,0,0,호남선,472.0,47.0,53.0,0,공실있음,71.0,29.0,0,48.0,53.0,51.0,0,0,0,0,0
61,2006-10-01,2006,10,4,가을,0,0,호남선,640.0,61.0,39.0,0,공실있음,81.0,19.0,0,53.0,52.0,51.0,4,1,0,0,0
63,2006-11-01,2006,11,4,가을,0,0,호남선,532.0,53.0,47.0,0,공실있음,78.0,22.0,0,39.0,51.0,46.66666666666666,0,0,0,0,0
65,2006-12-01,2006,12,4,겨울,0,0,호남선,589.0,57.0,43.0,0,공실있음,79.0,21.0,0,47.0,37.0,46.333333333333336,1,0,0,0,0
67,2007-01-01,2007,1,1,겨울,0,0,호남선,548.0,53.0,47.0,0,공실있음,77.0,23.0,0,43.0,44.0,43.0,1,0,0,1,0
69,2007-02-01,2007,2,1,겨울,0,0,호남선,540.0,57.0,43.0,0,공실있음,79.0,21.0,0,47.0,49.0,45.66666666666666,3,1,0,0,0
71,2007-03-01,2007,3,1,봄,0,0,호남선,490.0,47.0,53.0,0,공실있음,71.0,29.0,0,43.0,58.0,44.333333333333336,1,0,0,0,1
73,2007-04-01,2007,4,2,봄,0,0,호남선,514.0,52.0,48.0,0,공실있음,74.0,26.0,0,53.0,48.0,47.66666666666666,0,0,0,0,0
75,2007-05-01,2007,5,2,봄,0,0,호남선,553.0,54.0,46.0,0,공실있음,78.0,22.0,0,48.0,47.0,48.0,2,0,0,0,0
77,2007-06-01,2007,6,2,여름,0,0,호남선,485.0,49.0,51.0,0,공실있음,72.0,28.0,0,46.0,53.0,49.0,1,0,0,0,0
79,2007-07-01,2007,7,3,여름,0,0,호남선,476.0,46.0,54.0,0,공실있음,70.0,30.0,0,51.0,52.0,48.333333333333336,1,0,0,0,0
81,2007-08-01,2007,8,3,여름,0,0,호남선,528.0,51.0,49.0,0,공실있음,75.0,25.0,0,54.0,48.0,50.333333333333336,1,0,0,1,0
83,2007-09-01,2007,9,3,가을,0,0,호남선,544.0,54.0,46.0,0,공실있음,71.0,29.0,0,49.0,53.0,51.333333333333336,3,1,1,0,0
85,2007-10-01,2007,10,4,가을,0,0,호남선,525.0,51.0,49.0,0,공실있음,76.0,24.0,0,46.0,39.0,49.66666666666666,1,0,0,0,1
87,2007-11-01,2007,11,4,가을,0,0,호남선,545.0,55.0,45.0,0,공실있음,78.0,22.0,0,49.0,47.0,48.0,0,0,0,0,0
89,2007-12-01,2007,12,4,겨울,0,0,호남선,556.0,54.0,46.0,0,공실있음,77.0,23.0,0,45.0,43.0,46.66666666666666,1,0,0,0,0
91,2008-01-01,2008,1,1,겨울,0,0,호남선,520.0,51.0,49.0,0,공실있음,72.0,28.0,0,46.0,47.0,46.66666666666666,1,0,0,1,0
93,2008-02-01,2008,2,1,겨울,0,0,호남선,542.0,56.0,44.0,0,공실있음,74.0,26.0,0,49.0,43.0,46.66666666666666,3,1,1,0,0
95,2008-03-01,2008,3,1,봄,0,0,호남선,499.0,48.0,52.0,0,공실있음,68.0,32.0,0,44.0,53.0,46.333333333333336,1,0,0,0,1
97,2008-04-01,2008,4,2,봄,0,0,호남선,521.0,52.0,48.0,0,공실있음,73.0,27.0,0,52.0,48.0,48.333333333333336,0,0,0,0,0
99,2008-05-01,2008,5,2,봄,0,0,호남선,604.0,58.0,42.0,0,공실있음,78.0,22.0,0,48.0,46.0,48.0,2,0,0,0,0
101,2008-06-01,2008,6,2,여름,0,0,호남선,504.0,50.0,50.0,0,공실있음,71.0,29.0,0,42.0,51.0,47.333333333333336,1,0,0,0,0
103,2008-07-01,2008,7,3,여름,0,0,호남선,493.0,48.0,52.0,0,공실있음,70.0,30.0,0,50.0,54.0,46.66666666666666,0,0,0,0,0
105,2008-08-01,2008,8,3,여름,0,0,호남선,582.0,56.0,44.0,0,공실있음,75.0,25.0,0,52.0,49.0,48.0,1,0,0,1,0
107,2008-09-01,2008,9,3,가을,0,0,호남선,558.0,55.0,45.0,0,공실있음,74.0,26.0,0,44.0,46.0,48.66666666666666,3,1,0,0,0
109,2008-10-01,2008,10,4,가을,0,0,호남선,560.0,54.0,46.0,0,공실있음,76.0,24.0,0,45.0,49.0,47.0,1,0,0,0,1
111,2008-11-01,2008,11,4,가을,0,0,호남선,565.0,56.0,44.0,0,공실있음,76.0,24.0,0,46.0,45.0,45.0,0,0,0,0,0
113,2008-12-01,2008,12,4,겨울,0,0,호남선,536.0,52.0,48.0,0,공실있음,73.0,27.0,0,44.0,46.0,45.0,1,0,0,1,0
115,2009-01-01,2009,1,1,겨울,0,0,호남선,603.0,57.0,43.0,0,공실있음,72.0,28.0,0,48.0,49.0,46.0,4,1,0,0,0
117,2009-02-01,2009,2,1,겨울,0,0,호남선,456.0,48.0,52.0,0,공실있음,71.0,29.0,0,43.0,44.0,45.0,0,0,0,0,0
119,2009-03-01,2009,3,1,봄,0,0,호남선,497.0,48.0,52.0,0,공실있음,67.0,33.0,0,52.0,52.0,47.66666666666666,1,0,0,0,0
121,2009-04-01,2009,4,2,봄,0,0,호남선,533.0,53.0,47.0,0,공실있음,73.0,27.0,0,52.0,48.0,49.0,0,0,0,0,0
123,2009-05-01,2009,5,2,봄,0,0,호남선,587.0,56.0,44.0,0,공실있음,74.0,26.0,0,47.0,42.0,50.333333333333336,2,0,0,0,0
125,2009-06-01,2009,6,2,여름,0,0,호남선,484.0,48.0,52.0,0,공실있음,69.0,31.0,0,44.0,50.0,47.66666666666666,1,0,0,0,0
127,2009-07-01,2009,7,3,여름,0,0,호남선,487.0,47.0,53.0,0,공실있음,69.0,31.0,0,52.0,52.0,47.66666666666666,0,0,0,0,0
129,2009-08-01,2009,8,3,여름,0,0,호남선,573.0,57.0,43.0,0,공실있음,75.0,25.0,0,53.0,44.0,49.66666666666666,1,0,0,0,0
131,2009-09-01,2009,9,3,가을,0,0,호남선,482.0,48.0,52.0,0,공실있음,67.0,33.0,0,43.0,45.0,49.333333333333336,0,0,0,0,0
133,2009-10-01,2009,10,4,가을,0,0,호남선,610.0,58.0,42.0,0,공실있음,77.0,23.0,0,52.0,46.0,49.333333333333336,4,1,0,0,0
135,2009-11-01,2009,11,4,가을,0,0,호남선,504.0,50.0,50.0,0,공실있음,72.0,28.0,0,42.0,44.0,45.66666666666666,0,0,0,0,0
137,2009-12-01,2009,12,4,겨울,0,0,호남선,567.0,55.0,45.0,0,공실있음,74.0,26.0,0,50.0,48.0,48.0,1,0,0,0,0
139,2010-01-01,2010,1,1,겨울,0,0,호남선,585.0,56.0,44.0,0,공실있음,74.0,26.0,0,45.0,43.0,45.66666666666666,1,0,0,1,0
142,2010-02-01,2010,2,1,겨울,0,0,호남선,552.0,59.0,41.0,0,공실있음,78.0,22.0,0,44.0,52.0,46.333333333333336,3,1,0,0,0
145,2010-03-01,2010,3,1,봄,0,0,호남선,508.0,51.0,49.0,0,공실있음,72.0,28.0,0,41.0,52.0,43.333333333333336,1,0,0,0,1
148,2010-04-01,2010,4,2,봄,0,0,호남선,523.0,58.0,42.0,0,공실있음,77.0,23.0,0,49.0,47.0,44.66666666666666,0,0,0,0,0
151,2010-05-01,2010,5,2,봄,0,0,호남선,596.0,64.0,36.0,0,공실있음,82.0,18.0,0,42.0,44.0,44.0,2,0,0,0,0
154,2010-06-01,2010,6,2,여름,0,0,호남선,489.0,54.0,46.0,0,공실있음,74.0,26.0,0,36.0,52.0,42.333333333333336,1,0,0,0,0
157,2010-07-01,2010,7,3,여름,0,0,호남선,530.0,57.0,43.0,0,공실있음,76.0,24.0,0,46.0,53.0,41.333333333333336,0,0,0,0,0
160,2010-08-01,2010,8,3,여름,0,0,호남선,590.0,63.0,37.0,0,공실있음,82.0,18.0,0,43.0,43.0,41.66666666666666,1,0,0,1,0
163,2010-09-01,2010,9,3,가을,0,0,호남선,587.0,65.0,35.0,0,공실있음,79.0,21.0,0,37.0,52.0,42.0,3,1,0,0,0
166,2010-10-01,2010,10,4,가을,0,0,호남선,614.0,66.0,34.0,0,공실있음,86.0,14.0,0,35.0,42.0,38.333333333333336,1,0,0,0,1
169,2010-11-01,2010,11,4,가을,0,0,호남선,603.0,61.0,39.0,0,공실있음,93.0,7.0,0,34.0,50.0,35.333333333333336,0,0,0,0,0
172,2010-12-01,2010,12,4,겨울,0,0,호남선,655.0,66.0,34.0,0,공실있음,95.0,5.0,0,39.0,45.0,36.0,1,0,0,0,0
175,2011-01-01,2011,1,1,겨울,0,0,호남선,629.0,65.0,35.0,0,공실있음,89.0,11.0,0,34.0,44.0,35.666666666666664,1,0,0,1,0
178,2011-02-01,2011,2,1,겨울,0,0,호남선,596.0,67.0,33.0,0,공실있음,94.0,6.0,0,35.0,41.0,36.0,3,1,1,0,0
181,2011-03-01,2011,3,1,봄,0,0,호남선,560.0,60.0,40.0,0,공실있음,88.0,12.0,0,33.0,49.0,34.0,1,0,0,0,1
184,2011-04-01,2011,4,2,봄,0,0,호남선,621.0,66.0,34.0,0,공실있음,94.0,6.0,0,40.0,42.0,36.0,0,0,0,0,0
187,2011-05-01,2011,5,2,봄,0,0,호남선,631.0,71.0,29.0,0,공실있음,97.0,3.0,0,34.0,36.0,35.666666666666664,2,0,0,0,0
190,2011-06-01,2011,6,2,여름,0,0,호남선,570.0,63.0,37.0,0,공실있음,95.0,5.0,0,29.0,46.0,34.333333333333336,1,0,0,0,0
193,2011-07-01,2011,7,3,여름,0,0,호남선,584.0,61.0,39.0,0,공실있음,92.0,8.0,0,37.0,43.0,33.333333333333336,0,0,0,0,0
196,2011-08-01,2011,8,3,여름,0,0,호남선,640.0,67.0,33.0,0,공실있음,99.0,1.0,0,39.0,37.0,35.0,1,0,0,1,0
199,2011-09-01,2011,9,3,가을,0,0,호남선,641.0,69.0,31.0,0,공실있음,95.0,5.0,0,33.0,35.0,36.333333333333336,3,1,0,0,0
202,2011-10-01,2011,10,4,가을,0,0,호남선,642.0,74.0,26.0,0,공실있음,103.0,-3.0,0,31.0,34.0,34.333333333333336,1,0,0,0,1
206,2011-11-01,2011,11,4,가을,0,0,호남선,599.0,73.0,27.0,0,공실있음,103.0,-3.0,0,26.0,39.0,30.0,0,0,0,0,0
210,2011-12-01,2011,12,4,겨울,0,0,호남선,599.0,70.0,30.0,0,공실있음,100.0,0.0,0,27.0,34.0,28.0,1,0,0,1,0
214,2012-01-01,2012,1,1,겨울,0,0,호남선,609.0,70.0,30.0,0,공실있음,95.0,5.0,0,30.0,35.0,27.666666666666668,4,1,0,0,0
218,2012-02-01,2012,2,1,겨울,0,0,호남선,527.0,66.0,34.0,0,공실있음,99.0,1.0,0,30.0,33.0,29.0,0,0,0,0,0
222,2012-03-01,2012,3,1,봄,0,0,호남선,544.0,63.0,37.0,0,공실있음,92.0,8.0,0,34.0,40.0,31.33333333333333,1,0,0,0,0
226,2012-04-01,2012,4,2,봄,0,0,호남선,568.0,68.0,32.0,0,공실있음,98.0,2.0,0,37.0,34.0,33.666666666666664,1,0,0,0,0
230,2012-05-01,2012,5,2,봄,0,0,호남선,624.0,73.0,27.0,0,공실있음,101.0,-1.0,0,32.0,29.0,34.333333333333336,2,0,0,0,0
